SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerID,Item,Quantity,UnitPrice,TaxAmount
SO20755,2,08-10-2024,CUST1536,Action Figure,9,60.65,27.29
SO20756,1,16-03-2025,CUST2896,Vitamin Supplements,9,247.52,111.38
SO20757,4,06-12-2024,CUST2203,Wireless Earbuds,6,1043.5,313.05
SO20758,2,07-08-2024,CUST2753,Pruning Shears,9,307.9,138.56
SO20759,3,18-01-2025,CUST2869,Building Blocks,2,58.63,5.86
SO20760,2,15-06-2024,CUST1967,T-Shirt,8,74.96,29.98
SO20761,1,19-03-2025,CUST1629,Remote Car,7,6.8,2.38
SO20762,1,22-08-2024,CUST1691,Air Purifier,1,471.37,23.57
SO20763,2,30-10-2024,CUST1362,Jeans,2,102.22,10.22
SO20764,2,07-01-2025,CUST2193,Pruning Shears,1,307.9,15.4
SO20765,4,23-01-2025,CUST1485,Vacuum Cleaner,4,111.58,22.32
SO20766,4,25-12-2024,CUST2521,Yoga Mat,5,127.99,32
SO20767,2,16-03-2025,CUST1038,Tire Inflator,7,127.25,44.54
SO20768,2,18-06-2024,CUST1737,Pruning Shears,9,307.9,138.56
SO20769,1,24-10-2024,CUST2785,Thermometer,7,245.46,85.91
SO20770,4,24-04-2025,CUST1889,Tennis Racket,7,152.03,53.21
SO20771,1,19-05-2025,CUST2322,Cookbook,8,42.12,16.85
SO20772,3,14-02-2025,CUST2324,Smartwatch,9,1166.83,525.07
SO20773,4,13-03-2025,CUST1848,Building Blocks,9,58.63,26.38
SO20774,3,20-05-2025,CUST2921,Laptop,6,1357.95,407.39
SO20775,2,02-02-2025,CUST1338,Building Blocks,6,58.63,17.59
SO20776,4,28-06-2024,CUST1824,Microwave,1,306.02,15.3
SO20777,1,31-10-2024,CUST2013,Dash Cam,3,330.24,49.54
SO20778,4,22-03-2025,CUST1777,First Aid Kit,2,102.73,10.27
SO20779,1,19-02-2025,CUST1327,Foundation,5,135.88,33.97
SO20780,2,26-03-2025,CUST1180,Hand Sanitizer,2,67.13,6.71
SO20781,4,13-01-2025,CUST2309,Vacuum Cleaner,9,111.58,50.21
SO20782,3,12-09-2024,CUST1954,Lipstick,6,132.35,39.7
SO20783,1,02-10-2024,CUST2939,Cookbook,5,42.12,10.53
SO20784,2,07-09-2024,CUST2306,Vacuum Cleaner,3,111.58,16.74
SO20785,3,05-06-2024,CUST1030,Vacuum Cleaner,4,111.58,22.32
SO20786,1,11-11-2024,CUST2649,GPS Navigator,7,379.55,132.84
SO20787,2,13-11-2024,CUST2962,Jeans,5,102.22,25.56
SO20788,4,22-06-2024,CUST1960,GPS Navigator,6,379.55,113.86
SO20789,4,07-06-2024,CUST2560,Jeans,1,102.22,5.11
SO20790,1,28-02-2025,CUST2938,Car Cover,1,380.21,19.01
SO20791,2,23-06-2024,CUST1799,Hand Sanitizer,6,67.13,20.14
SO20792,1,18-09-2024,CUST1267,Smartphone,4,893.23,178.65
SO20793,4,17-07-2024,CUST2391,Air Purifier,4,471.37,94.27
SO20794,4,03-10-2024,CUST2673,Sunglasses,1,101.72,5.09
SO20795,3,21-11-2024,CUST2260,Basketball,1,252.86,12.64
SO20796,4,18-08-2024,CUST2296,Wireless Earbuds,9,1043.5,469.58
SO20797,1,07-06-2024,CUST1343,Jeans,8,102.22,40.89
SO20798,1,19-07-2024,CUST2469,Blender,2,265.85,26.59
SO20799,3,13-02-2025,CUST2685,Air Purifier,5,471.37,117.84
SO20800,3,22-03-2025,CUST1875,Running Shoes,5,37.97,9.49
SO20801,4,26-07-2024,CUST2780,Building Blocks,6,58.63,17.59
SO20802,4,10-08-2024,CUST1959,Car Vacuum,9,98.41,44.28
SO20803,1,07-03-2025,CUST1753,Moisturizer,7,145.13,50.8
SO20804,2,10-08-2024,CUST1039,Plant Pots,6,316.61,94.98
SO20805,1,08-09-2024,CUST2968,Garden Hose,6,137.73,41.32
SO20806,1,23-12-2024,CUST2890,Blood Pressure Monitor,7,172.01,60.2
SO20807,4,03-09-2024,CUST1815,Tennis Racket,5,152.03,38.01
SO20808,4,26-08-2024,CUST1165,GPS Navigator,4,379.55,75.91
SO20809,2,08-10-2024,CUST2198,Laptop,1,1357.95,67.9
SO20810,1,01-03-2025,CUST2889,Dash Cam,5,330.24,82.56
SO20811,4,14-06-2024,CUST2392,Tire Inflator,4,127.25,25.45
SO20812,4,01-04-2025,CUST2866,Puzzle,2,53.84,5.38
SO20813,1,22-12-2024,CUST2676,Building Blocks,2,58.63,5.86
SO20814,2,15-02-2025,CUST2890,Action Figure,3,60.65,9.1
SO20815,4,31-10-2024,CUST1639,Yoga Mat,2,127.99,12.8
SO20816,4,14-03-2025,CUST1658,Jacket,1,178.65,8.93
SO20817,2,29-06-2024,CUST2297,Lipstick,7,132.35,46.32
SO20818,4,26-05-2025,CUST1731,Running Shorts,7,278.63,97.52
SO20819,2,01-08-2024,CUST2039,Vitamin Supplements,6,247.52,74.26
SO20820,4,09-02-2025,CUST2717,Car Cover,5,380.21,95.05
SO20821,3,04-04-2025,CUST2064,Tire Inflator,7,127.25,44.54
SO20822,2,20-11-2024,CUST2075,Wireless Earbuds,2,1043.5,104.35
SO20823,4,10-10-2024,CUST2770,Basketball,7,252.86,88.5
SO20824,4,27-02-2025,CUST2172,Running Shoes,2,37.97,3.8
SO20825,4,28-09-2024,CUST2747,Car Vacuum,5,98.41,24.6
SO20826,1,21-11-2024,CUST2982,Doll,6,31.13,9.34
SO20827,1,20-03-2025,CUST1261,Foundation,4,135.88,27.18
SO20828,4,15-08-2024,CUST1658,GPS Navigator,2,379.55,37.96
SO20829,4,12-05-2025,CUST1670,Running Shoes,9,37.97,17.09
SO20830,3,25-03-2025,CUST2571,Bluetooth Speaker,7,781.62,273.57
SO20831,3,13-09-2024,CUST2889,Laptop,6,1357.95,407.39
SO20832,4,27-04-2025,CUST2682,Vitamin Supplements,4,247.52,49.5
SO20833,4,24-12-2024,CUST1223,Vacuum Cleaner,3,111.58,16.74
SO20834,3,03-10-2024,CUST1705,Laptop,8,1357.95,543.18
SO20835,1,18-07-2024,CUST1034,Vitamin Supplements,2,247.52,24.75
SO20836,1,14-07-2024,CUST2863,Plant Pots,3,316.61,47.49
SO20837,3,07-07-2024,CUST1653,Jeans,5,102.22,25.56
SO20838,1,11-12-2024,CUST2685,Science Textbook,9,16.92,7.61
SO20839,4,04-10-2024,CUST1946,Vitamin Supplements,4,247.52,49.5
SO20840,2,05-10-2024,CUST2960,Fertilizer,3,77.63,11.64
SO20841,2,06-11-2024,CUST1239,Perfume,6,48.96,14.69
SO20842,2,16-02-2025,CUST2530,Jeans,7,102.22,35.78
SO20843,4,20-06-2024,CUST2688,Blood Pressure Monitor,1,172.01,8.6
SO20844,1,20-10-2024,CUST2053,Bluetooth Speaker,3,781.62,117.24
SO20845,3,07-06-2024,CUST1870,Tennis Racket,3,152.03,22.8
SO20846,1,21-08-2024,CUST1697,Action Figure,5,60.65,15.16
SO20847,4,21-01-2025,CUST1776,Wireless Earbuds,3,1043.5,156.52
SO20848,4,25-09-2024,CUST1616,Running Shorts,7,278.63,97.52
SO20849,4,30-01-2025,CUST2113,Tennis Racket,1,152.03,7.6
SO20850,1,26-12-2024,CUST2012,Mystery Novel,3,54.28,8.14
SO20851,2,12-09-2024,CUST1285,Action Figure,8,60.65,24.26
SO20852,4,11-11-2024,CUST2158,Building Blocks,3,58.63,8.79
SO20853,2,07-02-2025,CUST2687,Blood Pressure Monitor,6,172.01,51.6
SO20854,2,13-10-2024,CUST2717,Mystery Novel,3,54.28,8.14
SO20855,1,05-07-2024,CUST2932,Cookbook,7,42.12,14.74
SO20856,4,14-06-2024,CUST2016,Sunglasses,9,101.72,45.77
SO20857,3,22-01-2025,CUST2812,Cookbook,8,42.12,16.85
SO20858,1,13-06-2024,CUST1842,Hand Sanitizer,4,67.13,13.43
SO20859,2,17-08-2024,CUST2654,Doll,8,31.13,12.45
SO20860,3,07-10-2024,CUST2219,Dash Cam,9,330.24,148.61
SO20861,2,17-06-2024,CUST2723,Building Blocks,8,58.63,23.45
SO20862,4,23-01-2025,CUST2809,Hand Sanitizer,3,67.13,10.07
SO20863,4,30-12-2024,CUST2147,Biography,2,46.3,4.63
SO20864,3,11-02-2025,CUST2418,Yoga Mat,2,127.99,12.8
SO20865,1,10-01-2025,CUST1851,Coffee Maker,7,493.13,172.6
SO20866,4,16-05-2025,CUST2449,Vitamin Supplements,5,247.52,61.88
SO20867,1,21-08-2024,CUST1428,Air Purifier,5,471.37,117.84
SO20868,3,12-02-2025,CUST2570,Running Shorts,9,278.63,125.38
SO20869,4,17-02-2025,CUST2602,Basketball,2,252.86,25.29
SO20870,1,14-02-2025,CUST1481,Foundation,3,135.88,20.38
SO20871,2,25-05-2025,CUST2862,Mystery Novel,2,54.28,5.43
SO20872,2,17-03-2025,CUST1264,Blender,3,265.85,39.88
SO20873,2,07-12-2024,CUST2561,Bluetooth Speaker,7,781.62,273.57
SO20874,4,07-10-2024,CUST2762,Perfume,8,48.96,19.58
SO20875,3,31-01-2025,CUST2262,Hand Sanitizer,2,67.13,6.71
SO20876,2,10-01-2025,CUST1647,Smartphone,7,893.23,312.63
SO20877,3,28-03-2025,CUST1123,Sunglasses,5,101.72,25.43
SO20878,1,20-12-2024,CUST2792,Car Cover,9,380.21,171.09
SO20879,1,24-02-2025,CUST1997,Lipstick,1,132.35,6.62
SO20880,1,25-04-2025,CUST1967,Blender,8,265.85,106.34
SO20881,1,24-08-2024,CUST1704,Pruning Shears,7,307.9,107.76
SO20882,4,06-03-2025,CUST2548,Running Shorts,3,278.63,41.79
SO20883,2,08-01-2025,CUST2315,First Aid Kit,7,102.73,35.96
SO20884,4,02-01-2025,CUST2979,Running Shorts,5,278.63,69.66
SO20885,2,18-08-2024,CUST1142,Plant Pots,3,316.61,47.49
SO20886,2,25-01-2025,CUST2025,Sunglasses,3,101.72,15.26
SO20887,2,29-08-2024,CUST2976,Building Blocks,7,58.63,20.52
SO20888,2,05-05-2025,CUST2093,Biography,9,46.3,20.84
SO20889,4,13-09-2024,CUST1809,Running Shorts,3,278.63,41.79
SO20890,4,21-02-2025,CUST2199,Air Purifier,4,471.37,94.27
SO20891,2,29-09-2024,CUST1283,Running Shorts,7,278.63,97.52
SO20892,1,20-04-2025,CUST1244,Air Purifier,1,471.37,23.57
SO20893,1,22-04-2025,CUST1503,Thermometer,7,245.46,85.91
SO20894,2,05-01-2025,CUST1093,Football,6,54.37,16.31
SO20895,4,20-06-2024,CUST1772,Air Purifier,1,471.37,23.57
SO20896,3,25-08-2024,CUST2271,Nail Polish,5,101.32,25.33
SO20897,1,11-05-2025,CUST2992,Wireless Earbuds,1,1043.5,52.18
SO20898,1,29-06-2024,CUST2101,Laptop,6,1357.95,407.39
SO20899,1,28-05-2024,CUST1926,Fertilizer,8,77.63,31.05
SO20900,1,19-01-2025,CUST1855,Puzzle,1,53.84,2.69
SO20901,4,17-08-2024,CUST2105,Air Purifier,6,471.37,141.41
SO20902,2,16-11-2024,CUST2406,Puzzle,5,53.84,13.46
SO20903,3,30-06-2024,CUST2874,Moisturizer,8,145.13,58.05
SO20904,3,29-09-2024,CUST1996,Smartphone,1,893.23,44.66
SO20905,1,16-12-2024,CUST1138,Car Cover,1,380.21,19.01
SO20906,4,02-07-2024,CUST2329,Blood Pressure Monitor,3,172.01,25.8
SO20907,1,20-10-2024,CUST2150,Nail Polish,7,101.32,35.46
SO20908,1,02-03-2025,CUST2575,Fertilizer,9,77.63,34.93
SO20909,1,27-09-2024,CUST1936,Remote Car,6,6.8,2.04
SO20910,4,29-05-2024,CUST1821,First Aid Kit,9,102.73,46.23
SO20911,3,20-05-2025,CUST2356,Thermometer,8,245.46,98.18
SO20912,2,26-08-2024,CUST1503,Running Shorts,3,278.63,41.79
SO20913,2,21-01-2025,CUST2254,Lipstick,8,132.35,52.94
SO20914,4,11-07-2024,CUST1292,Foundation,5,135.88,33.97
SO20915,3,03-06-2024,CUST2068,Remote Car,2,6.8,0.68
SO20916,1,26-11-2024,CUST1994,Moisturizer,6,145.13,43.54
SO20917,3,08-04-2025,CUST1757,Yoga Mat,6,127.99,38.4
SO20918,1,16-12-2024,CUST1219,Running Shoes,9,37.97,17.09
SO20919,4,13-10-2024,CUST2715,Basketball,1,252.86,12.64
SO20920,1,26-07-2024,CUST1414,Smartwatch,1,1166.83,58.34
SO20921,3,05-03-2025,CUST1336,Coffee Maker,4,493.13,98.63
SO20922,2,13-06-2024,CUST1272,Lipstick,7,132.35,46.32
SO20923,4,17-06-2024,CUST1112,Coffee Maker,6,493.13,147.94
SO20924,4,22-02-2025,CUST1651,Football,2,54.37,5.44
SO20925,3,16-07-2024,CUST1576,Children's Book,5,6.62,1.66
SO20926,4,25-07-2024,CUST2640,Action Figure,3,60.65,9.1
SO20927,4,31-07-2024,CUST2266,Smartphone,2,893.23,89.32
SO20928,3,23-10-2024,CUST2150,Children's Book,9,6.62,2.98
SO20929,3,02-08-2024,CUST2131,Jacket,1,178.65,8.93
SO20930,3,31-05-2024,CUST2182,Thermometer,5,245.46,61.36
SO20931,4,15-02-2025,CUST2611,Science Textbook,3,16.92,2.54
SO20932,4,14-08-2024,CUST2897,Tire Inflator,2,127.25,12.73
SO20933,3,28-05-2024,CUST1957,Plant Pots,6,316.61,94.98
SO20934,4,17-10-2024,CUST2256,Blender,5,265.85,66.46
SO20935,2,08-10-2024,CUST1570,Running Shoes,7,37.97,13.29
SO20936,1,15-03-2025,CUST1360,Building Blocks,8,58.63,23.45
SO20937,1,02-04-2025,CUST1844,Car Vacuum,8,98.41,39.36
SO20938,3,27-01-2025,CUST1742,Blood Pressure Monitor,5,172.01,43
SO20939,4,26-08-2024,CUST2438,Pruning Shears,6,307.9,92.37
SO20940,3,15-01-2025,CUST1628,Blood Pressure Monitor,6,172.01,51.6
SO20941,2,09-06-2024,CUST1393,Vitamin Supplements,3,247.52,37.13
SO20942,3,15-10-2024,CUST1941,Laptop,2,1357.95,135.8
SO20943,3,11-02-2025,CUST1851,Puzzle,9,53.84,24.23
SO20944,2,29-03-2025,CUST2898,Cookbook,4,42.12,8.42
SO20945,2,03-12-2024,CUST1301,Plant Pots,6,316.61,94.98
SO20946,1,06-05-2025,CUST1941,Air Purifier,6,471.37,141.41
SO20947,1,29-04-2025,CUST2926,GPS Navigator,1,379.55,18.98
SO20948,1,02-09-2024,CUST2118,Jacket,1,178.65,8.93
SO20949,2,13-08-2024,CUST2797,Air Purifier,9,471.37,212.12
SO20950,3,24-12-2024,CUST2454,Running Shorts,1,278.63,13.93
SO20951,4,29-11-2024,CUST1588,Tennis Racket,1,152.03,7.6
SO20952,4,07-11-2024,CUST2684,Foundation,9,135.88,61.15
SO20953,1,04-06-2024,CUST2708,First Aid Kit,1,102.73,5.14
SO20954,2,20-10-2024,CUST1235,Mystery Novel,8,54.28,21.71
SO20955,2,12-02-2025,CUST2296,Biography,8,46.3,18.52
SO20956,1,18-03-2025,CUST1601,Perfume,1,48.96,2.45
SO20957,4,08-05-2025,CUST1218,Lipstick,4,132.35,26.47
SO20958,1,25-09-2024,CUST1334,Blender,5,265.85,66.46
SO20959,2,26-05-2025,CUST2424,T-Shirt,4,74.96,14.99
SO20960,4,15-04-2025,CUST2458,Car Vacuum,7,98.41,34.44
SO20961,1,02-04-2025,CUST2561,Vacuum Cleaner,7,111.58,39.05
SO20962,4,14-02-2025,CUST2590,Yoga Mat,3,127.99,19.2
SO20963,1,23-07-2024,CUST1079,Lipstick,1,132.35,6.62
SO20964,3,08-12-2024,CUST2392,Smartwatch,6,1166.83,350.05
SO20965,4,12-11-2024,CUST2247,Air Purifier,1,471.37,23.57
SO20966,1,18-04-2025,CUST2400,Tennis Racket,3,152.03,22.8
SO20967,4,23-03-2025,CUST2465,Smartphone,2,893.23,89.32
SO20968,2,22-05-2025,CUST1463,Smartwatch,8,1166.83,466.73
SO20969,1,16-02-2025,CUST2322,Lipstick,4,132.35,26.47
SO20970,2,20-12-2024,CUST2002,Sunglasses,6,101.72,30.52
SO20971,3,06-09-2024,CUST2818,Lipstick,6,132.35,39.7
SO20972,3,24-08-2024,CUST2915,Basketball,7,252.86,88.5
SO20973,4,31-12-2024,CUST1348,Bluetooth Speaker,2,781.62,78.16
SO20974,1,06-11-2024,CUST2029,Car Vacuum,6,98.41,29.52
SO20975,3,09-07-2024,CUST2486,Plant Pots,2,316.61,31.66
SO20976,1,28-05-2024,CUST1787,T-Shirt,2,74.96,7.5
SO20977,1,19-11-2024,CUST2774,Bluetooth Speaker,1,781.62,39.08
SO20978,2,21-12-2024,CUST2148,Blender,7,265.85,93.05
SO20979,2,28-09-2024,CUST1479,Coffee Maker,4,493.13,98.63
SO20980,1,07-02-2025,CUST2666,Biography,3,46.3,6.94
SO20981,3,06-08-2024,CUST2832,Tire Inflator,6,127.25,38.18
SO20982,2,06-11-2024,CUST1368,Jacket,5,178.65,44.66
SO20983,4,01-03-2025,CUST2442,Sunglasses,8,101.72,40.69
SO20984,1,11-12-2024,CUST2112,Puzzle,4,53.84,10.77
SO20985,3,14-02-2025,CUST1351,Bluetooth Speaker,8,781.62,312.65
SO20986,2,23-09-2024,CUST1205,Sunglasses,6,101.72,30.52
SO20987,4,29-03-2025,CUST1208,Pruning Shears,9,307.9,138.56
SO20988,1,23-07-2024,CUST2970,Bluetooth Speaker,6,781.62,234.49
SO20989,3,27-07-2024,CUST2234,T-Shirt,7,74.96,26.24
SO20990,4,28-10-2024,CUST2150,T-Shirt,7,74.96,26.24
SO20991,1,12-12-2024,CUST2459,Microwave,6,306.02,91.81
SO20992,1,01-12-2024,CUST1191,Children's Book,3,6.62,0.99
SO20993,3,16-11-2024,CUST1753,Football,7,54.37,19.03
SO20994,4,04-10-2024,CUST1247,Mystery Novel,2,54.28,5.43
SO20995,2,22-08-2024,CUST2886,Yoga Mat,7,127.99,44.8
SO20996,4,13-04-2025,CUST1882,First Aid Kit,5,102.73,25.68
SO20997,1,16-02-2025,CUST1693,Running Shoes,6,37.97,11.39
SO20998,1,08-05-2025,CUST1135,Perfume,7,48.96,17.14
SO20999,1,08-10-2024,CUST1759,Running Shoes,1,37.97,1.9
SO21000,3,30-09-2024,CUST2288,Car Vacuum,5,98.41,24.6
SO21001,4,07-07-2024,CUST2406,Dash Cam,2,330.24,33.02
SO21002,3,27-11-2024,CUST2438,Plant Pots,3,316.61,47.49
SO21003,3,22-03-2025,CUST1356,Garden Hose,1,137.73,6.89
SO21004,3,14-10-2024,CUST2853,Building Blocks,1,58.63,2.93
SO21005,1,21-03-2025,CUST2555,Microwave,3,306.02,45.9
SO21006,3,30-12-2024,CUST2648,Pruning Shears,6,307.9,92.37
SO21007,2,19-12-2024,CUST1136,GPS Navigator,9,379.55,170.8
SO21008,1,22-08-2024,CUST1121,Smartphone,6,893.23,267.97
SO21009,1,22-05-2025,CUST1634,First Aid Kit,3,102.73,15.41
SO21010,1,24-04-2025,CUST2248,Dash Cam,5,330.24,82.56
SO21011,2,26-06-2024,CUST1822,Running Shorts,6,278.63,83.59
SO21012,4,16-05-2025,CUST2911,Pruning Shears,3,307.9,46.18
SO21013,4,26-09-2024,CUST2085,First Aid Kit,9,102.73,46.23
SO21014,3,05-09-2024,CUST1364,Building Blocks,9,58.63,26.38
SO21015,3,29-04-2025,CUST1246,Smartphone,8,893.23,357.29
SO21016,3,19-05-2025,CUST2338,Blender,8,265.85,106.34
SO21017,1,05-08-2024,CUST1417,Bluetooth Speaker,9,781.62,351.73
SO21018,2,30-08-2024,CUST1470,Smartphone,2,893.23,89.32
SO21019,3,05-01-2025,CUST1567,Thermometer,4,245.46,49.09
SO21020,4,01-05-2025,CUST2097,Thermometer,7,245.46,85.91
SO21021,1,11-09-2024,CUST1813,Blender,1,265.85,13.29
SO21022,2,10-11-2024,CUST1560,Nail Polish,7,101.32,35.46
SO21023,2,27-06-2024,CUST1821,Vacuum Cleaner,2,111.58,11.16
SO21024,2,13-05-2025,CUST2308,First Aid Kit,3,102.73,15.41
SO21025,4,22-05-2025,CUST1158,Coffee Maker,8,493.13,197.25
SO21026,3,09-04-2025,CUST1009,Blender,1,265.85,13.29
SO21027,2,23-03-2025,CUST1128,Doll,9,31.13,14.01
SO21028,4,01-06-2024,CUST2170,Plant Pots,5,316.61,79.15
SO21029,3,20-09-2024,CUST1121,Remote Car,1,6.8,0.34
SO21030,2,11-03-2025,CUST1683,Cookbook,2,42.12,4.21
SO21031,1,28-05-2025,CUST1984,Lipstick,6,132.35,39.7
SO21032,4,04-07-2024,CUST1298,Puzzle,4,53.84,10.77
SO21033,3,25-11-2024,CUST1637,Doll,7,31.13,10.9
SO21034,2,10-03-2025,CUST2024,Garden Hose,6,137.73,41.32
SO21035,3,13-06-2024,CUST1201,Tire Inflator,2,127.25,12.73
SO21036,1,11-09-2024,CUST2696,Perfume,7,48.96,17.14
SO21037,1,03-10-2024,CUST2884,Fertilizer,4,77.63,15.53
SO21038,1,01-01-2025,CUST2336,Smartwatch,3,1166.83,175.02
SO21039,3,26-07-2024,CUST2691,Smartphone,6,893.23,267.97
SO21040,4,10-11-2024,CUST2613,Nail Polish,2,101.32,10.13
SO21041,4,27-08-2024,CUST2638,Jeans,2,102.22,10.22
SO21042,2,16-05-2025,CUST1787,Nail Polish,6,101.32,30.4
SO21043,4,26-04-2025,CUST2856,Jacket,2,178.65,17.87
SO21044,3,07-02-2025,CUST2008,Remote Car,2,6.8,0.68
SO21045,3,20-08-2024,CUST1534,Running Shorts,9,278.63,125.38
SO21046,3,02-03-2025,CUST2232,Smartphone,5,893.23,223.31
SO21047,3,11-06-2024,CUST2197,First Aid Kit,4,102.73,20.55
SO21048,2,31-07-2024,CUST2586,Coffee Maker,6,493.13,147.94
SO21049,2,01-09-2024,CUST1555,Puzzle,5,53.84,13.46
SO21050,3,19-02-2025,CUST2127,Pruning Shears,4,307.9,61.58
SO21051,2,08-10-2024,CUST2065,First Aid Kit,8,102.73,41.09
SO21052,3,05-03-2025,CUST2047,Running Shorts,1,278.63,13.93
SO21053,4,19-04-2025,CUST1365,Sunglasses,3,101.72,15.26
SO21054,4,01-03-2025,CUST2050,Fertilizer,1,77.63,3.88
SO21055,2,21-03-2025,CUST2312,Air Purifier,9,471.37,212.12
SO21056,1,20-08-2024,CUST2252,Smartphone,6,893.23,267.97
SO21057,1,21-02-2025,CUST1457,Fertilizer,3,77.63,11.64
SO21058,3,21-01-2025,CUST1090,Cookbook,3,42.12,6.32
SO21059,1,01-03-2025,CUST1507,Children's Book,9,6.62,2.98
SO21060,3,27-07-2024,CUST2506,Dash Cam,6,330.24,99.07
SO21061,2,04-05-2025,CUST2170,Perfume,5,48.96,12.24
SO21062,4,05-08-2024,CUST2178,Yoga Mat,8,127.99,51.2
SO21063,4,29-07-2024,CUST2780,Plant Pots,5,316.61,79.15
SO21064,3,29-07-2024,CUST2918,Biography,6,46.3,13.89
SO21065,4,10-07-2024,CUST1553,Jacket,2,178.65,17.87
SO21066,4,30-05-2024,CUST2445,Blood Pressure Monitor,8,172.01,68.8
SO21067,2,24-08-2024,CUST2245,Running Shorts,5,278.63,69.66
SO21068,1,28-02-2025,CUST1986,Basketball,3,252.86,37.93
SO21069,1,18-03-2025,CUST1555,Blood Pressure Monitor,5,172.01,43
SO21070,2,03-09-2024,CUST1267,Fertilizer,1,77.63,3.88
SO21071,3,27-02-2025,CUST1491,Mystery Novel,7,54.28,19
SO21072,3,25-06-2024,CUST2430,Puzzle,7,53.84,18.84
SO21073,4,15-05-2025,CUST2049,Tire Inflator,8,127.25,50.9
SO21074,1,28-05-2024,CUST2941,Smartwatch,4,1166.83,233.37
SO21075,3,23-12-2024,CUST1180,Cookbook,5,42.12,10.53
SO21076,2,23-07-2024,CUST2445,Microwave,2,306.02,30.6
SO21077,2,03-12-2024,CUST2745,Remote Car,5,6.8,1.7
SO21078,2,21-11-2024,CUST2585,Perfume,3,48.96,7.34
SO21079,3,01-11-2024,CUST2412,Cookbook,3,42.12,6.32
SO21080,3,12-01-2025,CUST2960,Dash Cam,2,330.24,33.02
SO21081,3,26-02-2025,CUST2469,Puzzle,3,53.84,8.08
SO21082,1,02-02-2025,CUST1034,Moisturizer,3,145.13,21.77
SO21083,1,18-10-2024,CUST1250,Cookbook,5,42.12,10.53
SO21084,4,08-02-2025,CUST1855,Doll,1,31.13,1.56
SO21085,1,18-03-2025,CUST1111,Puzzle,8,53.84,21.54
SO21086,2,03-12-2024,CUST1455,Running Shorts,6,278.63,83.59
SO21087,3,11-02-2025,CUST2201,Puzzle,8,53.84,21.54
SO21088,4,19-09-2024,CUST2352,Doll,4,31.13,6.23
SO21089,3,10-04-2025,CUST1580,Jacket,8,178.65,71.46
SO21090,2,11-09-2024,CUST2573,Vitamin Supplements,7,247.52,86.63
SO21091,3,08-07-2024,CUST1280,Running Shorts,5,278.63,69.66
SO21092,2,27-01-2025,CUST2877,Basketball,5,252.86,63.22
SO21093,4,29-11-2024,CUST1099,Sunglasses,5,101.72,25.43
SO21094,4,05-10-2024,CUST2145,Mystery Novel,3,54.28,8.14
SO21095,4,30-12-2024,CUST2532,Microwave,9,306.02,137.71
SO21096,1,22-02-2025,CUST2899,Garden Hose,8,137.73,55.09
SO21097,3,11-02-2025,CUST2610,Vitamin Supplements,9,247.52,111.38
SO21098,3,14-04-2025,CUST1512,Car Vacuum,6,98.41,29.52
SO21099,4,08-09-2024,CUST2815,Blood Pressure Monitor,8,172.01,68.8
SO21100,3,25-09-2024,CUST2370,Mystery Novel,9,54.28,24.43
SO21101,1,19-03-2025,CUST1478,Science Textbook,9,16.92,7.61
SO21102,4,07-07-2024,CUST2275,Biography,9,46.3,20.84
SO21103,2,25-02-2025,CUST2784,Car Cover,9,380.21,171.09
SO21104,4,06-10-2024,CUST2797,Running Shorts,6,278.63,83.59
SO21105,3,18-03-2025,CUST1347,Building Blocks,5,58.63,14.66
SO21106,2,06-02-2025,CUST2363,Nail Polish,2,101.32,10.13
SO21107,3,17-09-2024,CUST1549,Basketball,6,252.86,75.86
SO21108,4,01-05-2025,CUST1585,Wireless Earbuds,7,1043.5,365.22
SO21109,2,07-02-2025,CUST2187,Cookbook,3,42.12,6.32
SO21110,1,27-02-2025,CUST1885,Foundation,4,135.88,27.18
SO21111,4,28-04-2025,CUST1419,First Aid Kit,7,102.73,35.96
SO21112,1,27-07-2024,CUST1125,Yoga Mat,2,127.99,12.8
SO21113,1,26-05-2025,CUST2581,Pruning Shears,6,307.9,92.37
SO21114,3,08-08-2024,CUST2422,Cookbook,5,42.12,10.53
SO21115,1,22-12-2024,CUST2736,Garden Hose,6,137.73,41.32
SO21116,3,02-03-2025,CUST2305,Tennis Racket,4,152.03,30.41
SO21117,3,11-02-2025,CUST1985,Air Purifier,7,471.37,164.98
SO21118,1,08-06-2024,CUST2697,Pruning Shears,8,307.9,123.16
SO21119,4,08-04-2025,CUST1889,Jeans,7,102.22,35.78
SO21120,2,02-03-2025,CUST2786,Mystery Novel,8,54.28,21.71
SO21121,2,07-03-2025,CUST1322,Dash Cam,2,330.24,33.02
SO21122,4,24-01-2025,CUST1188,Building Blocks,4,58.63,11.73
SO21123,4,03-04-2025,CUST2181,Yoga Mat,3,127.99,19.2
SO21124,4,23-08-2024,CUST2334,Doll,6,31.13,9.34
SO21125,2,12-10-2024,CUST2378,Smartphone,7,893.23,312.63
SO21126,4,01-02-2025,CUST2709,Biography,8,46.3,18.52
SO21127,3,19-12-2024,CUST2051,Tire Inflator,7,127.25,44.54
SO21128,4,27-06-2024,CUST2120,Foundation,4,135.88,27.18
SO21129,3,14-02-2025,CUST1555,Building Blocks,6,58.63,17.59
SO21130,3,03-06-2024,CUST2449,First Aid Kit,2,102.73,10.27
