Item,Category,ProductName,Segment,Price,LaunchDate
Product034,Sports,Sports_649,Standard,86.54,2020-05-14
Product068,Home,Home_478,Standard,182.38,2020-06-11
Product185,Sports,Sports_415,Premium,151.83,2023-04-19
Product032,Clothing,Clothing_884,Budget,228.76,2020-07-12
Product060,Electronics,Electronics_423,Standard,467.87,2023-02-04
Product088,Electronics,Electronics_887,Budget,58.78,2023-09-12
Product154,Clothing,Clothing_721,Budget,446.06,2023-10-03
Product065,Beauty,Beauty_618,Premium,397.82,2023-02-05
Product019,Clothing,Clothing_296,Budget,55.7,2023-09-16
Product195,Beauty,Beauty_490,Budget,445.89,2020-06-30
Product194,Electronics,Electronics_316,Standard,10.66,2023-01-24
Product125,Clothing,Clothing_808,Standard,168.67,2022-10-12
Product105,Clothing,Clothing_421,Budget,328.71,2023-06-14
Product022,Electronics,Electronics_363,Standard,65.59,2020-12-01
Product162,Clothing,Clothing_322,Premium,211.57,2023-01-01
Product076,Clothing,Clothing_522,Premium,49.98,2022-02-26
Product039,Beauty,Beauty_321,Standard,339.7,2023-12-02
Product155,Clothing,Clothing_569,Budget,483.0,2023-08-01
Product015,Beauty,Beauty_156,Premium,91.29,2022-05-20
Product024,Sports,Sports_622,Standard,54.04,2021-11-04
Product128,Clothing,Clothing_454,Standard,360.21,2023-12-14
Product022,Sports,Sports_96,Premium,341.42,2020-06-12
Product148,Clothing,Clothing_195,Standard,134.28,2020-05-02
Product144,Home,Home_452,Premium,169.65,2024-01-25
Product198,Beauty,Beauty_599,Premium,282.72,2023-11-25
Product169,Beauty,Beauty_773,Standard,60.68,2021-01-06
Product087,Home,Home_847,Standard,446.69,2023-06-22
Product031,Home,Home_476,Premium,134.7,2020-07-08
Product032,Sports,Sports_724,Budget,287.22,2023-05-09
Product029,Electronics,Electronics_790,Budget,336.47,2022-04-16
Product089,Electronics,Electronics_608,Budget,96.68,2021-07-19
Product088,Home,Home_54,Premium,438.07,2021-09-02
Product020,Home,Home_895,Premium,170.2,2023-02-08
Product129,Electronics,Electronics_925,Standard,431.18,2020-01-08
Product029,Home,Home_131,Premium,371.87,2021-12-09
Product108,Beauty,Beauty_276,Premium,379.2,2020-08-30
Product019,Home,Home_171,Premium,101.45,2020-07-06
Product185,Beauty,Beauty_949,Budget,400.29,2022-12-02
Product200,Beauty,Beauty_858,Standard,62.94,2022-11-15
Product151,Home,Home_924,Premium,388.04,2021-03-15
Product039,Home,Home_991,Budget,42.68,2021-10-27
Product042,Home,Home_806,Budget,266.37,2023-07-22
Product192,Beauty,Beauty_369,Standard,310.68,2023-06-09
Product072,Home,Home_943,Standard,188.76,2020-09-23
Product103,Sports,Sports_908,Premium,353.85,2021-10-13
Product171,Home,Home_421,Premium,20.26,2021-08-22
Product121,Sports,Sports_381,Premium,354.03,2020-04-25
Product118,Beauty,Beauty_480,Budget,380.56,2020-12-31
Product122,Home,Home_215,Standard,397.11,2022-01-16
Product111,Electronics,Electronics_921,Standard,40.4,2024-01-30
Product097,Beauty,Beauty_334,Standard,39.94,2020-12-13
Product017,Home,Home_414,Standard,471.11,2021-11-15
Product079,Electronics,Electronics_358,Budget,199.76,2023-04-19
Product064,Beauty,Beauty_422,Standard,233.14,2020-08-04
Product007,Electronics,Electronics_169,Standard,98.45,2024-01-04
Product135,Sports,Sports_742,Standard,435.4,2021-11-03
Product001,Beauty,Beauty_188,Premium,89.7,2022-07-01
Product132,Home,Home_730,Standard,115.31,2020-03-11
Product178,Electronics,Electronics_291,Premium,67.07,2022-07-08
Product036,Clothing,Clothing_811,Budget,287.27,2021-01-11
Product146,Beauty,Beauty_528,Premium,283.59,2023-04-25
Product031,Beauty,Beauty_529,Premium,266.6,2022-07-30
Product176,Electronics,Electronics_670,Standard,164.36,2022-12-25
Product108,Beauty,Beauty_804,Standard,393.9,2021-11-23
Product199,Sports,Sports_383,Premium,438.82,2021-08-21
Product090,Sports,Sports_582,Standard,305.63,2021-08-20
Product019,Sports,Sports_607,Standard,497.86,2020-02-02
Product012,Home,Home_905,Budget,438.2,2022-04-23
Product029,Electronics,Electronics_702,Budget,182.26,2022-02-08
Product180,Sports,Sports_274,Standard,303.74,2021-02-25
Product165,Clothing,Clothing_364,Premium,33.7,2021-01-12
Product011,Beauty,Beauty_722,Budget,139.59,2023-01-26
Product093,Clothing,Clothing_134,Budget,238.4,2021-05-17
Product185,Sports,Sports_763,Budget,479.39,2023-12-06
Product179,Electronics,Electronics_954,Premium,100.57,2021-02-19
Product197,Sports,Sports_53,Standard,266.47,2023-09-15
Product039,Clothing,Clothing_967,Budget,226.5,2023-11-11
Product083,Clothing,Clothing_975,Premium,303.02,2023-11-20
Product111,Sports,Sports_147,Premium,442.95,2021-06-03
Product122,Beauty,Beauty_900,Budget,13.59,2021-03-26
Product045,Sports,Sports_496,Budget,108.9,2020-11-29
Product077,Sports,Sports_327,Premium,58.02,2020-08-13
Product169,Electronics,Electronics_428,Premium,32.34,2023-05-16
Product110,Electronics,Electronics_306,Premium,93.24,2024-01-28
Product188,Clothing,Clothing_368,Standard,343.47,2021-02-23
Product121,Home,Home_965,Standard,475.0,2023-04-28
Product141,Home,Home_796,Standard,47.61,2024-01-07
Product063,Electronics,Electronics_56,Budget,211.29,2020-04-20
Product137,Beauty,Beauty_68,Premium,96.77,2022-09-20
Product067,Clothing,Clothing_976,Standard,481.95,2021-08-28
Product173,Sports,Sports_537,Premium,34.98,2022-04-29
Product111,Clothing,Clothing_970,Standard,278.0,2023-10-25
Product175,Beauty,Beauty_973,Budget,147.49,2024-01-02
Product147,Home,Home_309,Budget,346.77,2022-11-03
Product118,Sports,Sports_705,Premium,210.74,2022-06-05
Product151,Home,Home_76,Standard,368.13,2021-11-29
Product033,Home,Home_692,Budget,434.55,2023-04-15
Product037,Clothing,Clothing_610,Budget,329.61,2023-04-06
Product080,Sports,Sports_343,Standard,288.59,2021-10-23
Product016,Beauty,Beauty_444,Budget,497.1,2022-04-19
Product183,Sports,Sports_744,Standard,72.51,2020-03-05
Product134,Home,Home_939,Budget,353.36,2023-10-07
Product158,Sports,Sports_658,Budget,292.04,2023-06-02
Product149,Electronics,Electronics_919,Budget,164.36,2022-07-28
Product088,Home,Home_680,Budget,134.72,2023-03-04
Product050,Beauty,Beauty_646,Budget,171.97,2020-09-01
Product109,Electronics,Electronics_533,Budget,370.16,2020-04-21
Product045,Sports,Sports_343,Premium,165.48,2021-09-20
Product092,Electronics,Electronics_962,Premium,151.21,2020-10-23
Product134,Home,Home_550,Premium,54.74,2023-01-03
Product142,Clothing,Clothing_503,Budget,291.19,2023-06-02
Product152,Home,Home_960,Standard,279.76,2022-06-11
Product088,Sports,Sports_702,Budget,324.62,2020-06-01
Product173,Electronics,Electronics_491,Standard,298.17,2020-08-08
Product147,Home,Home_528,Premium,154.92,2022-04-20
Product129,Clothing,Clothing_481,Budget,141.71,2022-05-21
Product183,Clothing,Clothing_345,Standard,282.02,2020-01-21
Product122,Electronics,Electronics_551,Budget,364.31,2022-10-30
Product030,Electronics,Electronics_956,Standard,17.16,2021-01-15
Product073,Beauty,Beauty_168,Budget,337.75,2023-03-06
Product154,Beauty,Beauty_272,Premium,173.06,2022-12-28
Product005,Beauty,Beauty_658,Budget,444.1,2021-06-08
Product004,Clothing,Clothing_330,Premium,112.12,2021-09-08
Product008,Home,Home_366,Budget,37.99,2022-09-16
Product117,Home,Home_485,Budget,77.68,2023-04-02
Product120,Sports,Sports_74,Premium,456.75,2020-03-13
Product052,Clothing,Clothing_824,Standard,466.53,2023-03-20
Product157,Clothing,Clothing_197,Budget,385.27,2020-03-29
Product031,Clothing,Clothing_209,Budget,99.4,2021-10-26
Product013,Clothing,Clothing_732,Budget,111.34,2021-11-28
Product099,Clothing,Clothing_886,Budget,163.5,2020-11-20
Product059,Beauty,Beauty_894,Budget,107.33,2020-05-23
Product128,Electronics,Electronics_217,Budget,168.63,2020-07-01
Product014,Electronics,Electronics_870,Budget,324.37,2021-04-11
Product049,Electronics,Electronics_232,Budget,408.07,2021-08-17
Product042,Electronics,Electronics_173,Budget,430.76,2023-03-24
Product010,Clothing,Clothing_518,Premium,348.26,2020-08-02
Product134,Sports,Sports_921,Standard,36.35,2021-11-16
Product152,Home,Home_383,Standard,68.78,2023-07-31
Product131,Home,Home_189,Standard,77.28,2021-11-18
Product021,Home,Home_788,Budget,151.83,2022-12-18
Product071,Electronics,Electronics_897,Premium,302.94,2023-05-08
Product056,Beauty,Beauty_379,Budget,322.79,2020-08-24
Product104,Home,Home_731,Premium,116.68,2022-08-24
Product172,Electronics,Electronics_843,Budget,341.56,2021-11-20
Product063,Beauty,Beauty_699,Premium,306.11,2023-12-26
Product133,Home,Home_446,Budget,207.09,2023-07-17
Product191,Sports,Sports_415,Premium,79.58,2022-06-10
Product024,Beauty,Beauty_850,Budget,209.81,2021-12-18
Product079,Home,Home_562,Budget,319.37,2021-01-21
Product190,Sports,Sports_866,Premium,390.0,2020-12-17
Product189,Beauty,Beauty_781,Premium,488.13,2024-01-09
Product079,Beauty,Beauty_889,Standard,94.08,2023-01-10
Product199,Sports,Sports_927,Budget,69.73,2022-07-09
Product038,Home,Home_386,Standard,45.95,2022-08-31
Product089,Sports,Sports_445,Premium,394.68,2020-10-17
Product016,Clothing,Clothing_128,Standard,215.3,2023-07-20
Product080,Clothing,Clothing_130,Budget,466.1,2022-05-11
Product134,Electronics,Electronics_985,Budget,223.28,2021-03-23
Product016,Home,Home_165,Premium,110.08,2021-12-09
Product170,Electronics,Electronics_265,Standard,281.37,2023-09-27
Product064,Clothing,Clothing_157,Budget,68.98,2022-05-27
Product097,Clothing,Clothing_961,Budget,123.6,2021-05-27
Product132,Beauty,Beauty_82,Premium,45.77,2020-02-28
Product032,Electronics,Electronics_105,Standard,377.2,2020-11-13
Product034,Clothing,Clothing_472,Standard,29.09,2020-01-13
Product184,Clothing,Clothing_973,Standard,372.15,2020-06-19
Product039,Sports,Sports_977,Standard,432.11,2022-07-07
Product182,Home,Home_762,Standard,272.13,2020-03-11
Product146,Clothing,Clothing_296,Budget,146.93,2020-07-11
Product068,Electronics,Electronics_363,Standard,140.87,2021-04-18
Product078,Electronics,Electronics_431,Budget,207.71,2023-12-29
Product184,Home,Home_128,Standard,453.03,2023-12-05
Product166,Electronics,Electronics_241,Standard,77.14,2023-11-08
Product175,Home,Home_831,Standard,40.1,2021-09-02
Product062,Sports,Sports_459,Standard,453.6,2023-12-07
Product169,Clothing,Clothing_961,Standard,477.17,2020-04-21
Product146,Clothing,Clothing_294,Premium,167.0,2022-09-11
Product110,Home,Home_915,Budget,169.88,2023-02-11
Product125,Electronics,Electronics_477,Premium,68.14,2020-11-16
Product179,Electronics,Electronics_789,Budget,431.23,2021-05-06
Product123,Sports,Sports_680,Standard,114.02,2022-09-14
Product065,Beauty,Beauty_704,Standard,455.51,2021-06-18
Product135,Beauty,Beauty_327,Premium,256.82,2023-03-31
Product046,Sports,Sports_590,Standard,228.27,2021-08-30
Product147,Clothing,Clothing_434,Standard,162.05,2021-04-29
Product140,Electronics,Electronics_438,Premium,67.93,2022-12-17
Product198,Home,Home_902,Standard,212.62,2023-07-26
Product023,Clothing,Clothing_391,Premium,137.85,2020-01-27
Product026,Electronics,Electronics_548,Budget,97.76,2021-12-04
Product185,Sports,Sports_130,Premium,384.12,2022-04-27
Product087,Sports,Sports_547,Standard,317.56,2021-02-16
Product034,Electronics,Electronics_681,Premium,459.65,2021-05-29
Product058,Clothing,Clothing_903,Budget,411.96,2020-09-26
Product180,Clothing,Clothing_90,Budget,302.27,2022-07-05
Product126,Beauty,Beauty_97,Premium,106.38,2023-04-29
Product170,Home,Home_32,Premium,187.63,2021-10-28
Product028,Electronics,Electronics_187,Standard,402.46,2020-05-09
Product127,Beauty,Beauty_199,Standard,212.42,2023-05-23
Product188,Clothing,Clothing_715,Premium,37.31,2020-04-10
Product176,Home,Home_166,Premium,109.05,2020-12-09
Product168,Electronics,Electronics_728,Premium,456.3,2023-02-27
Product096,Electronics,Electronics_984,Standard,160.76,2023-09-22
Product017,Sports,Sports_368,Standard,294.97,2022-08-11
Product085,Sports,Sports_695,Standard,148.36,2021-08-08
Product109,Electronics,Electronics_554,Standard,91.45,2020-04-10
Product045,Clothing,Clothing_73,Premium,446.22,2020-06-05
Product132,Clothing,Clothing_404,Budget,295.73,2021-07-12
Product107,Beauty,Beauty_205,Premium,135.96,2022-09-14
Product019,Clothing,Clothing_729,Standard,348.79,2020-04-01
Product177,Clothing,Clothing_131,Premium,182.31,2022-03-20
Product019,Electronics,Electronics_588,Premium,407.79,2022-04-10
Product131,Home,Home_567,Premium,418.14,2023-08-24
Product100,Sports,Sports_775,Standard,176.22,2022-05-17
Product144,Sports,Sports_830,Standard,228.52,2023-07-13
Product118,Clothing,Clothing_487,Premium,184.92,2020-05-27
Product080,Electronics,Electronics_811,Standard,65.29,2023-09-19
Product199,Electronics,Electronics_121,Standard,246.47,2022-08-20
Product180,Beauty,Beauty_922,Premium,479.0,2021-02-01
Product108,Electronics,Electronics_556,Standard,272.46,2022-06-12
Product098,Beauty,Beauty_661,Standard,110.93,2022-09-22
Product168,Clothing,Clothing_457,Standard,185.4,2023-05-13
Product023,Electronics,Electronics_304,Standard,279.82,2021-08-18
Product020,Home,Home_899,Standard,251.26,2023-09-07
Product100,Home,Home_556,Standard,327.75,2023-03-03
Product192,Beauty,Beauty_18,Standard,170.64,2020-05-02
Product117,Home,Home_480,Budget,428.73,2020-03-24
Product155,Sports,Sports_357,Budget,390.63,2021-03-18
Product069,Home,Home_192,Budget,415.56,2021-08-03
Product023,Sports,Sports_9,Premium,321.31,2020-04-02
Product198,Electronics,Electronics_405,Standard,376.53,2022-06-07
Product011,Clothing,Clothing_547,Premium,160.07,2022-11-03
Product010,Beauty,Beauty_364,Standard,55.43,2021-06-29
Product169,Clothing,Clothing_913,Standard,69.44,2022-08-15
Product115,Electronics,Electronics_516,Budget,95.55,2022-05-15
Product106,Sports,Sports_121,Standard,485.21,2020-07-15
Product019,Clothing,Clothing_330,Premium,299.94,2021-01-26
Product125,Home,Home_447,Budget,22.13,2021-10-13
Product073,Clothing,Clothing_651,Standard,76.82,2022-01-09
Product010,Sports,Sports_874,Premium,223.76,2022-01-21
Product182,Clothing,Clothing_854,Premium,283.5,2023-08-22
Product167,Beauty,Beauty_135,Budget,151.06,2021-02-13
Product166,Sports,Sports_556,Standard,427.58,2024-01-09
Product122,Electronics,Electronics_242,Budget,40.92,2020-09-22
Product120,Sports,Sports_853,Standard,147.86,2020-02-08
Product033,Home,Home_952,Standard,377.58,2022-01-25
Product096,Beauty,Beauty_283,Standard,135.12,2022-10-13
Product180,Clothing,Clothing_794,Standard,238.46,2022-03-01
Product057,Beauty,Beauty_343,Standard,67.81,2021-07-29
Product199,Electronics,Electronics_258,Premium,138.58,2022-07-17
Product084,Home,Home_882,Budget,179.64,2021-02-05
Product110,Sports,Sports_684,Standard,123.37,2020-12-08
Product180,Electronics,Electronics_194,Budget,485.34,2023-04-02
Product161,Sports,Sports_836,Premium,425.61,2020-07-28
Product094,Home,Home_279,Standard,139.95,2022-04-12
Product140,Clothing,Clothing_904,Premium,94.24,2020-04-21
Product005,Clothing,Clothing_182,Standard,132.37,2023-07-06
Product090,Home,Home_250,Standard,378.37,2022-06-16
Product108,Beauty,Beauty_589,Standard,431.73,2022-08-29
Product002,Sports,Sports_282,Budget,426.97,2023-05-12
Product016,Beauty,Beauty_544,Premium,88.69,2023-11-21
Product005,Home,Home_820,Standard,315.52,2020-12-31
Product178,Clothing,Clothing_775,Budget,382.6,2021-02-19
Product099,Beauty,Beauty_710,Premium,242.34,2020-01-11
Product108,Clothing,Clothing_421,Premium,497.8,2021-05-10
Product168,Sports,Sports_635,Budget,109.73,2020-07-07
Product068,Sports,Sports_409,Standard,14.3,2020-12-22
Product097,Beauty,Beauty_524,Premium,207.49,2022-01-25
Product182,Beauty,Beauty_197,Budget,488.71,2023-06-03
Product077,Clothing,Clothing_368,Premium,408.4,2023-01-03
Product042,Beauty,Beauty_545,Premium,115.43,2023-02-02
Product200,Sports,Sports_586,Budget,25.9,2021-10-16
Product166,Sports,Sports_595,Premium,128.71,2021-06-05
Product140,Beauty,Beauty_914,Budget,33.03,2022-03-14
Product025,Beauty,Beauty_420,Standard,318.15,2021-07-26
Product053,Clothing,Clothing_931,Budget,275.86,2020-08-13
Product105,Beauty,Beauty_425,Premium,75.34,2021-03-09
Product028,Clothing,Clothing_866,Premium,242.41,2023-04-05
Product096,Clothing,Clothing_368,Premium,477.43,2022-05-05
Product163,Clothing,Clothing_935,Standard,18.16,2024-01-09
Product038,Beauty,Beauty_59,Premium,211.26,2020-07-17
Product130,Electronics,Electronics_382,Budget,28.82,2022-07-15
Product111,Home,Home_610,Budget,429.85,2021-11-19
Product124,Clothing,Clothing_367,Premium,361.51,2024-01-15
Product192,Beauty,Beauty_420,Standard,380.89,2023-10-24
Product086,Clothing,Clothing_754,Premium,245.47,2022-03-27
Product076,Sports,Sports_44,Budget,109.96,2023-06-23
Product181,Beauty,Beauty_151,Budget,486.2,2020-06-13
Product149,Electronics,Electronics_37,Standard,430.35,2021-02-17
Product045,Clothing,Clothing_62,Standard,261.46,2024-01-31
Product052,Home,Home_300,Premium,121.47,2021-03-03
Product117,Beauty,Beauty_546,Budget,412.07,2020-02-24
Product010,Clothing,Clothing_973,Premium,35.72,2021-01-28
Product010,Home,Home_405,Budget,57.38,2021-08-26
Product113,Sports,Sports_725,Standard,48.81,2023-03-14
Product069,Clothing,Clothing_574,Premium,239.18,2024-01-08
Product040,Home,Home_147,Budget,393.92,2022-10-12
Product097,Sports,Sports_945,Budget,493.48,2023-07-13
Product095,Electronics,Electronics_71,Premium,174.55,2020-04-01
Product127,Beauty,Beauty_694,Standard,446.32,2021-09-23
Product021,Clothing,Clothing_710,Budget,476.55,2020-01-19
Product128,Electronics,Electronics_237,Premium,36.93,2020-10-03
Product040,Home,Home_639,Premium,185.3,2020-02-24
Product180,Beauty,Beauty_866,Premium,158.58,2023-10-23
Product198,Home,Home_973,Premium,180.12,2020-07-19
Product081,Sports,Sports_275,Standard,474.7,2023-02-15
Product191,Clothing,Clothing_315,Standard,273.39,2022-11-06
Product027,Clothing,Clothing_574,Budget,349.53,2022-04-16
Product167,Clothing,Clothing_758,Premium,273.73,2023-01-09
Product039,Beauty,Beauty_388,Premium,488.95,2020-07-22
Product196,Sports,Sports_196,Premium,276.46,2020-01-14
Product069,Clothing,Clothing_57,Standard,337.32,2023-05-18
Product017,Home,Home_279,Budget,198.41,2023-09-20
Product032,Beauty,Beauty_271,Premium,25.87,2021-02-22
Product027,Home,Home_76,Premium,355.69,2021-12-25
Product177,Sports,Sports_522,Premium,137.82,2023-01-24
Product190,Beauty,Beauty_146,Standard,423.95,2022-11-16
Product018,Home,Home_945,Budget,288.91,2021-03-03
Product072,Clothing,Clothing_932,Budget,55.3,2022-11-27
Product187,Electronics,Electronics_713,Budget,129.56,2023-07-02
Product179,Home,Home_389,Standard,261.84,2020-06-06
Product004,Beauty,Beauty_412,Premium,167.29,2020-08-22
Product150,Beauty,Beauty_678,Premium,62.14,2024-01-26
Product088,Electronics,Electronics_135,Premium,164.66,2020-05-19
Product106,Sports,Sports_810,Standard,161.64,2022-06-26
Product103,Clothing,Clothing_586,Standard,266.02,2023-02-05
Product122,Electronics,Electronics_318,Budget,11.33,2023-06-29
Product119,Clothing,Clothing_498,Standard,302.11,2020-11-09
Product179,Clothing,Clothing_78,Budget,409.25,2023-10-12
Product160,Home,Home_214,Budget,341.8,2021-05-23
Product076,Sports,Sports_519,Premium,134.45,2022-10-24
Product138,Electronics,Electronics_723,Standard,211.46,2021-12-17
Product021,Beauty,Beauty_483,Budget,402.07,2022-10-13
Product101,Home,Home_56,Budget,257.9,2023-08-12
Product068,Sports,Sports_262,Budget,346.74,2023-06-18
Product099,Electronics,Electronics_770,Premium,14.82,2020-06-28
Product066,Beauty,Beauty_474,Budget,227.65,2023-02-04
Product183,Home,Home_444,Budget,228.7,2021-12-28
Product069,Beauty,Beauty_551,Budget,35.76,2021-11-23
Product012,Sports,Sports_353,Standard,204.43,2023-09-21
Product128,Sports,Sports_259,Budget,137.75,2021-12-30
Product011,Sports,Sports_874,Standard,360.09,2021-06-26
Product075,Sports,Sports_66,Budget,465.53,2021-03-22
Product160,Beauty,Beauty_738,Premium,136.47,2021-01-30
Product199,Electronics,Electronics_395,Premium,90.14,2023-01-19
Product070,Clothing,Clothing_852,Standard,65.84,2021-01-03
Product093,Sports,Sports_52,Premium,140.12,2023-06-16
Product133,Clothing,Clothing_374,Standard,49.91,2021-04-23
Product064,Clothing,Clothing_682,Budget,221.69,2023-08-16
Product082,Electronics,Electronics_358,Standard,81.3,2021-05-28
Product094,Sports,Sports_464,Premium,62.29,2023-10-30
Product092,Sports,Sports_301,Budget,373.73,2023-04-27
Product091,Clothing,Clothing_923,Premium,117.73,2023-12-20
Product047,Sports,Sports_550,Budget,199.48,2022-09-14
Product053,Clothing,Clothing_147,Budget,370.6,2020-12-14
Product182,Sports,Sports_179,Standard,224.01,2022-06-12
Product003,Sports,Sports_97,Budget,499.12,2023-05-11
Product155,Electronics,Electronics_551,Premium,487.48,2022-12-05
Product066,Home,Home_111,Budget,326.69,2021-03-22
Product099,Home,Home_412,Budget,491.42,2020-10-07
Product043,Beauty,Beauty_703,Budget,187.52,2020-07-28
Product126,Beauty,Beauty_960,Premium,414.27,2022-02-15
Product002,Clothing,Clothing_189,Standard,473.97,2023-02-11
Product076,Beauty,Beauty_85,Standard,42.37,2022-04-17
Product177,Home,Home_389,Standard,184.09,2022-10-01
Product090,Beauty,Beauty_584,Standard,178.1,2020-09-27
Product123,Electronics,Electronics_259,Premium,436.15,2022-05-12
Product013,Home,Home_834,Premium,338.67,2023-01-18
Product186,Home,Home_174,Standard,469.45,2021-03-31
Product008,Electronics,Electronics_199,Premium,104.32,2021-06-16
Product200,Home,Home_959,Standard,22.24,2020-09-04
Product020,Clothing,Clothing_31,Standard,319.62,2021-08-27
Product009,Clothing,Clothing_797,Standard,366.45,2023-01-12
Product109,Sports,Sports_839,Standard,298.02,2023-01-21
Product080,Beauty,Beauty_159,Standard,411.55,2020-08-12
Product073,Electronics,Electronics_603,Budget,144.36,2022-09-14
Product072,Sports,Sports_554,Premium,110.88,2021-11-06
Product105,Home,Home_814,Standard,159.85,2023-01-01
Product117,Home,Home_599,Premium,317.89,2022-08-05
Product153,Sports,Sports_6,Budget,293.59,2023-09-11
Product053,Clothing,Clothing_506,Standard,333.59,2022-10-22
Product150,Sports,Sports_536,Budget,150.21,2021-07-30
Product193,Electronics,Electronics_897,Budget,26.18,2022-01-18
Product105,Home,Home_823,Standard,96.19,2022-09-08
Product192,Beauty,Beauty_922,Premium,246.95,2021-06-19
Product035,Beauty,Beauty_977,Budget,134.16,2023-05-15
Product144,Electronics,Electronics_779,Standard,418.02,2020-04-24
Product068,Home,Home_483,Premium,91.06,2023-01-03
Product103,Electronics,Electronics_178,Standard,286.65,2020-11-10
Product039,Home,Home_49,Budget,448.95,2020-06-24
Product079,Clothing,Clothing_895,Premium,92.69,2020-10-02
Product117,Beauty,Beauty_1,Premium,239.84,2021-06-30
Product112,Beauty,Beauty_439,Premium,61.28,2021-08-17
Product065,Sports,Sports_534,Budget,231.66,2023-02-06
Product116,Sports,Sports_356,Premium,91.76,2020-10-18
Product180,Sports,Sports_434,Standard,71.06,2022-07-02
Product022,Clothing,Clothing_612,Premium,344.51,2020-02-08
Product029,Clothing,Clothing_785,Premium,446.58,2021-11-01
Product073,Electronics,Electronics_514,Premium,348.97,2020-08-25
Product142,Home,Home_99,Premium,120.88,2021-05-09
Product179,Beauty,Beauty_755,Standard,119.57,2023-02-20
Product082,Beauty,Beauty_391,Premium,116.7,2022-11-01
Product099,Sports,Sports_506,Premium,468.73,2023-01-02
Product171,Electronics,Electronics_813,Premium,127.27,2023-12-27
Product161,Beauty,Beauty_9,Standard,143.0,2022-11-18
Product125,Clothing,Clothing_921,Standard,136.0,2021-09-23
Product170,Sports,Sports_861,Budget,156.78,2022-01-23
Product185,Electronics,Electronics_720,Budget,468.36,2021-09-17
Product062,Clothing,Clothing_429,Standard,294.0,2022-08-11
Product020,Clothing,Clothing_313,Premium,113.6,2021-12-08
Product119,Electronics,Electronics_520,Premium,256.41,2020-08-23
Product133,Sports,Sports_557,Budget,482.53,2022-11-21
Product033,Home,Home_114,Standard,143.14,2021-10-04
Product185,Sports,Sports_905,Standard,177.69,2020-03-02
Product003,Beauty,Beauty_691,Premium,91.6,2023-08-16
Product163,Electronics,Electronics_445,Standard,80.37,2020-06-20
Product064,Beauty,Beauty_130,Budget,129.42,2020-02-27
Product106,Beauty,Beauty_768,Standard,492.03,2023-11-07
Product162,Sports,Sports_71,Standard,72.63,2022-06-04
Product055,Home,Home_515,Premium,242.52,2020-05-05
Product152,Sports,Sports_811,Standard,201.24,2022-03-20
Product194,Home,Home_354,Budget,214.52,2021-08-19
Product100,Beauty,Beauty_556,Standard,438.03,2021-05-05
Product125,Beauty,Beauty_264,Standard,442.17,2022-05-28
Product073,Home,Home_275,Premium,209.32,2021-12-19
Product128,Home,Home_923,Budget,19.79,2020-01-26
Product027,Home,Home_682,Standard,377.77,2020-06-17
Product033,Home,Home_979,Premium,141.9,2021-06-11
Product023,Clothing,Clothing_106,Premium,317.73,2022-08-22
Product177,Clothing,Clothing_534,Premium,372.08,2023-12-06
Product161,Home,Home_865,Budget,249.07,2020-04-26
Product030,Clothing,Clothing_551,Premium,258.62,2022-01-22
Product166,Clothing,Clothing_646,Premium,402.4,2021-11-08
Product106,Clothing,Clothing_425,Budget,251.26,2022-04-21
Product017,Sports,Sports_70,Standard,417.55,2023-06-23
Product006,Clothing,Clothing_652,Budget,319.46,2023-07-25
Product051,Clothing,Clothing_653,Premium,234.77,2023-11-18
Product183,Home,Home_79,Premium,239.47,2022-07-09
Product013,Clothing,Clothing_186,Budget,215.27,2022-01-11
Product131,Clothing,Clothing_838,Budget,185.79,2021-12-04
Product147,Home,Home_615,Standard,160.16,2024-01-23
Product133,Home,Home_121,Budget,361.61,2022-08-22
Product129,Home,Home_29,Budget,447.31,2020-11-28
Product041,Clothing,Clothing_173,Premium,209.38,2022-11-13
Product099,Beauty,Beauty_503,Budget,402.26,2020-01-29
Product163,Beauty,Beauty_554,Budget,463.28,2023-04-30
Product160,Home,Home_664,Standard,13.47,2020-06-14
Product031,Home,Home_541,Standard,88.24,2023-09-19
Product025,Electronics,Electronics_323,Premium,320.21,2023-11-17
Product038,Sports,Sports_833,Premium,206.17,2023-10-17
Product123,Beauty,Beauty_17,Premium,454.8,2021-11-10
Product131,Beauty,Beauty_716,Budget,116.38,2020-10-28
Product158,Sports,Sports_85,Premium,476.61,2021-09-02
Product091,Electronics,Electronics_728,Standard,482.82,2021-02-26
Product094,Sports,Sports_220,Budget,272.87,2023-09-28
Product121,Clothing,Clothing_539,Premium,466.81,2022-05-20
Product101,Sports,Sports_389,Standard,477.13,2020-12-06
Product093,Beauty,Beauty_317,Budget,45.38,2023-11-10
Product121,Clothing,Clothing_681,Standard,83.2,2022-01-06
Product001,Home,Home_13,Premium,114.39,2022-07-09
Product057,Home,Home_332,Budget,383.64,2023-05-13
Product185,Home,Home_468,Premium,255.92,2024-02-04
Product104,Electronics,Electronics_212,Standard,277.66,2022-06-02
Product076,Sports,Sports_551,Premium,481.92,2020-09-12
Product112,Beauty,Beauty_498,Premium,17.8,2021-11-20
Product077,Beauty,Beauty_992,Budget,396.57,2022-03-14
Product063,Sports,Sports_208,Standard,359.69,2023-07-27
Product049,Clothing,Clothing_516,Budget,300.85,2020-02-29
Product055,Home,Home_978,Standard,232.1,2022-01-26
